class,class_index,point,start_frame,stop_frame,video_id
press_button,17,434,416,456,03_Printer2
press_button,17,529,512,548,03_Printer2
pick-up_cup,10,181,167,199,03_Sink1
turn_tap,33,284,274,295,03_Sink1
rinse_cup,25,348,295,401,03_Sink1
fill_cup,0,466,401,534,03_Sink1
turn_tap,33,509,491,534,03_Sink1
put_cup,23,716,691,745,03_Sink1
press_button,17,849,824,877,03_Sink1
take_cup,31,1014,988,1041,03_Sink1
put_cup,23,1198,1174,1226,03_Sink1
pick-up_jar,11,1364,1346,1385,03_Sink1
put_jar,24,1449,1434,1467,03_Sink1
open_jar,9,1478,1467,1492,03_Sink1
take_spoon,32,1542,1521,1563,03_Sink1
scoop_spoon,28,1633,1622,1644,03_Sink1
stir_spoon,29,1750,1709,1798,03_Sink1
pick-up_cup,10,220,203,239,03_Sink2
turn_tap,33,349,327,373,03_Sink2
rinse_cup,25,475,358,592,03_Sink2
fill_cup,0,639,592,692,03_Sink2
turn_tap,33,674,648,701,03_Sink2
put_cup,23,864,838,891,03_Sink2
press_button,17,983,958,1015,03_Sink2
take_cup,31,1125,1104,1147,03_Sink2
put_cup,23,1284,1269,1302,03_Sink2
pick-up_jar,11,1425,1404,1450,03_Sink2
put_jar,24,1510,1493,1524,03_Sink2
open_jar,9,1563,1545,1588,03_Sink2
take_spoon,32,1627,1608,1650,03_Sink2
scoop_spoon,28,1724,1714,1738,03_Sink2
stir_spoon,29,1839,1793,1887,03_Sink2
pick-up_plug,12,282,253,316,04_Desk2
plug_plug,15,385,348,425,04_Desk2
insert_wire,4,599,534,665,04_Desk2
switch-on_socket,30,765,737,797,04_Desk2
pick-up_tape,13,952,933,975,04_Desk2
place_tape,14,1078,1051,1111,04_Desk2
scan_card-reader,27,204,184,225,04_Door2
open_door,8,308,284,333,04_Door2
pull_drawer,19,172,128,216,04_Printer1
push_drawer,21,269,227,313,04_Printer1
press_button,17,442,422,464,04_Printer1
press_button,17,529,517,546,04_Printer1
pull_drawer,19,169,124,216,04_Printer2
push_drawer,21,249,226,278,04_Printer2
press_button,17,389,370,409,04_Printer2
press_button,17,495,482,509,04_Printer2
move_rest,6,205,153,260,05_Row1
move_seat,7,466,414,523,05_Row1
pull-out_weight-pin,18,855,838,872,05_Row1
insert_weight-pin,3,899,872,931,05_Row1
rotate_weight-setting,26,968,938,999,05_Row1
pull_rowing-machine,20,1177,1153,1203,05_Row1
push_rowing-machine,22,1221,1203,1241,05_Row1
pull_rowing-machine,20,1258,1241,1274,05_Row1
push_rowing-machine,22,1289,1274,1303,05_Row1
pull_rowing-machine,20,1317,1303,1335,05_Row1
push_rowing-machine,22,1347,1335,1365,05_Row1
pull_rowing-machine,20,1377,1365,1395,05_Row1
push_rowing-machine,22,1405,1395,1422,05_Row1
pull_rowing-machine,20,1437,1422,1453,05_Row1
push_rowing-machine,22,1468,1453,1483,05_Row1
pull_rowing-machine,20,1500,1483,1518,05_Row1
push_rowing-machine,22,1530,1518,1550,05_Row1
pull_rowing-machine,20,1562,1550,1578,05_Row1
push_rowing-machine,22,1598,1578,1622,05_Row1
let-go_rowing-machine,5,1650,1622,1682,05_Row1
rotate_weight-setting,26,1778,1750,1811,05_Row1
pull_rowing-machine,20,1917,1900,1936,05_Row1
push_rowing-machine,22,1953,1936,1970,05_Row1
pull_rowing-machine,20,1987,1970,2004,05_Row1
push_rowing-machine,22,2019,2004,2039,05_Row1
push_rowing-machine,22,2068,2039,2098,05_Row1
pull_rowing-machine,20,2115,2098,2134,05_Row1
push_rowing-machine,22,2181,2134,2233,05_Row1
let-go_rowing-machine,5,2239,2233,2247,05_Row1
pull-out_weight-pin,18,2316,2297,2340,05_Row1
insert_weight-pin,3,2387,2340,2437,05_Row1
pull_rowing-machine,20,2508,2491,2529,05_Row1
push_rowing-machine,22,2547,2529,2565,05_Row1
pull_rowing-machine,20,2579,2565,2595,05_Row1
push_rowing-machine,22,2609,2595,2626,05_Row1
pull_rowing-machine,20,2639,2626,2658,05_Row1
push_rowing-machine,22,2673,2658,2690,05_Row1
pull_rowing-machine,20,2703,2690,2720,05_Row1
push_rowing-machine,22,2733,2720,2751,05_Row1
pull_rowing-machine,20,2765,2751,2784,05_Row1
push_rowing-machine,22,2799,2784,2816,05_Row1
pull_rowing-machine,20,2831,2816,2847,05_Row1
push_rowing-machine,22,2885,2847,2928,05_Row1
let-go_rowing-machine,5,2938,2928,2953,05_Row1
move_rest,6,180,141,219,05_Row2
move_seat,7,353,306,401,05_Row2
pull-out_weight-pin,18,598,583,618,05_Row2
insert_weight-pin,3,641,618,670,05_Row2
rotate_weight-setting,26,696,670,727,05_Row2
pull_rowing-machine,20,874,847,905,05_Row2
push_rowing-machine,22,921,905,938,05_Row2
pull_rowing-machine,20,952,938,968,05_Row2
push_rowing-machine,22,981,968,1001,05_Row2
pull_rowing-machine,20,1019,1001,1036,05_Row2
push_rowing-machine,22,1048,1036,1066,05_Row2
pull_rowing-machine,20,1083,1066,1101,05_Row2
push_rowing-machine,22,1115,1101,1130,05_Row2
pull_rowing-machine,20,1145,1130,1164,05_Row2
push_rowing-machine,22,1177,1164,1194,05_Row2
pull_rowing-machine,20,1210,1194,1228,05_Row2
push_rowing-machine,22,1241,1228,1258,05_Row2
pull_rowing-machine,20,1271,1258,1289,05_Row2
push_rowing-machine,22,1306,1289,1323,05_Row2
pull_rowing-machine,20,1336,1323,1352,05_Row2
push_rowing-machine,22,1367,1352,1385,05_Row2
pull_rowing-machine,20,1400,1385,1417,05_Row2
push_rowing-machine,22,1432,1417,1449,05_Row2
let-go_rowing-machine,5,1465,1449,1484,05_Row2
rotate_weight-setting,26,1532,1517,1554,05_Row2
pull_rowing-machine,20,1630,1614,1648,05_Row2
push_rowing-machine,22,1661,1648,1676,05_Row2
pull_rowing-machine,20,1686,1675,1701,05_Row2
push_rowing-machine,22,1715,1701,1736,05_Row2
pull_rowing-machine,20,1748,1736,1762,05_Row2
push_rowing-machine,22,1777,1762,1794,05_Row2
pull_rowing-machine,20,1805,1794,1820,05_Row2
push_rowing-machine,22,1834,1820,1851,05_Row2
pull_rowing-machine,20,1865,1851,1882,05_Row2
push_rowing-machine,22,1895,1882,1910,05_Row2
pull_rowing-machine,20,1923,1910,1939,05_Row2
push_rowing-machine,22,1950,1939,1966,05_Row2
pull_rowing-machine,20,1981,1966,1999,05_Row2
push_rowing-machine,22,2013,1999,2030,05_Row2
pull_rowing-machine,20,2043,2030,2060,05_Row2
push_rowing-machine,22,2077,2060,2097,05_Row2
let-go_rowing-machine,5,2120,2097,2148,05_Row2
press_button,17,190,174,206,05_Treadmill1
hold-down_button,1,480,384,580,05_Treadmill1
press_button,17,1034,1026,1045,05_Treadmill1
press_button,17,1053,1045,1062,05_Treadmill1
press_button,17,1068,1062,1075,05_Treadmill1
press_button,17,1482,1472,1493,05_Treadmill1
press_button,17,1499,1493,1508,05_Treadmill1
press_button,17,1513,1508,1521,05_Treadmill1
press_button,17,1547,1540,1556,05_Treadmill1
press_button,17,1772,1761,1785,05_Treadmill1
press_button,17,1791,1785,1799,05_Treadmill1
press_button,17,1863,1847,1881,05_Treadmill1
press_button,17,1885,1881,1889,05_Treadmill1
press_button,17,1894,1889,1901,05_Treadmill1
press_button,17,2436,2424,2451,05_Treadmill1
press_button,17,2637,2630,2650,05_Treadmill1
insert_foot,2,3181,3164,3197,05_Treadmill1
insert_foot,2,3510,3495,3528,05_Treadmill1
press_button,17,3834,3821,3852,05_Treadmill1
press_button,17,4145,4136,4157,05_Treadmill1
press_button,17,4160,4157,4166,05_Treadmill1
press_button,17,4176,4166,4188,05_Treadmill1
press_button,17,4193,4188,4198,05_Treadmill1
press_button,17,4211,4198,4226,05_Treadmill1
press_button,17,4834,4820,4851,05_Treadmill1
press_button,17,4858,4851,4867,05_Treadmill1
press_button,17,4873,4867,4879,05_Treadmill1
press_button,17,4885,4879,4892,05_Treadmill1
press_button,17,5222,5211,5239,05_Treadmill1
press_button,17,5249,5239,5261,05_Treadmill1
press_button,17,5287,5276,5300,05_Treadmill1
press_button,17,211,200,225,05_Treadmill2
hold-down_button,1,420,367,474,05_Treadmill2
hold-down_button,1,657,609,708,05_Treadmill2
hold-down_button,1,946,916,979,05_Treadmill2
press_button,17,1849,1837,1864,05_Treadmill2
press_button,17,1867,1864,1873,05_Treadmill2
hold-down_button,1,2095,2061,2130,05_Treadmill2
press_button,17,2508,2501,2518,05_Treadmill2
press_button,17,2524,2518,2534,05_Treadmill2
press_button,17,2974,2966,2985,05_Treadmill2
press_button,17,3154,3143,3167,05_Treadmill2
insert_foot,2,3686,3665,3711,05_Treadmill2
insert_foot,2,3739,3712,3769,05_Treadmill2
press_button,17,4043,4027,4056,05_Treadmill2
press_button,17,4308,4298,4320,05_Treadmill2
press_button,17,4328,4320,4338,05_Treadmill2
press_button,17,4341,4335,4350,05_Treadmill2
press_button,17,4357,4350,4366,05_Treadmill2
press_button,17,4373,4366,4382,05_Treadmill2
press_button,17,4388,4382,4396,05_Treadmill2
press_button,17,5021,5008,5036,05_Treadmill2
press_button,17,5040,5036,5050,05_Treadmill2
press_button,17,5055,5050,5062,05_Treadmill2
press_button,17,5839,5820,5859,05_Treadmill2
press_button,17,5883,5871,5900,05_Treadmill2
press_button,17,209,203,221,05_Treadmill3
hold-down_button,1,561,462,665,05_Treadmill3
hold-down_button,1,1608,1594,1626,05_Treadmill3
press_button,17,2284,2271,2298,05_Treadmill3
press_button,17,2301,2298,2308,05_Treadmill3
press_button,17,2313,2308,2324,05_Treadmill3
press_button,17,2342,2333,2354,05_Treadmill3
press_button,17,2361,2354,2370,05_Treadmill3
press_button,17,2377,2370,2385,05_Treadmill3
press_button,17,2659,2650,2667,05_Treadmill3
press_button,17,2796,2784,2805,05_Treadmill3
insert_foot,2,3287,3270,3306,05_Treadmill3
insert_foot,2,3357,3310,3406,05_Treadmill3
press_button,17,3600,3590,3615,05_Treadmill3
press_button,17,3704,3694,3717,05_Treadmill3
press_button,17,3721,3717,3729,05_Treadmill3
press_button,17,3736,3729,3744,05_Treadmill3
press_button,17,3750,3744,3760,05_Treadmill3
press_button,17,3767,3760,3775,05_Treadmill3
press_button,17,3779,3775,3786,05_Treadmill3
press_button,17,4570,4554,4588,05_Treadmill3
press_button,17,4602,4587,4616,05_Treadmill3
move_seat,7,140,94,193,06_Row1
move_rest,6,285,244,329,06_Row1
pull-out_weight-pin,18,455,444,471,06_Row1
insert_weight-pin,3,494,471,521,06_Row1
pull_rowing-machine,20,631,617,649,06_Row1
push_rowing-machine,22,667,649,691,06_Row1
pull_rowing-machine,20,704,691,719,06_Row1
push_rowing-machine,22,736,719,758,06_Row1
pull_rowing-machine,20,769,758,783,06_Row1
push_rowing-machine,22,800,783,816,06_Row1
pull_rowing-machine,20,831,816,847,06_Row1
push_rowing-machine,22,862,847,881,06_Row1
pull_rowing-machine,20,893,881,909,06_Row1
push_rowing-machine,22,926,909,944,06_Row1
pull_rowing-machine,20,956,944,969,06_Row1
push_rowing-machine,22,985,969,1003,06_Row1
pull_rowing-machine,20,1017,1003,1035,06_Row1
push_rowing-machine,22,1048,1035,1063,06_Row1
pull_rowing-machine,20,1077,1063,1092,06_Row1
push_rowing-machine,22,1108,1092,1129,06_Row1
pull_rowing-machine,20,1143,1129,1157,06_Row1
push_rowing-machine,22,1171,1157,1189,06_Row1
pull_rowing-machine,20,1205,1189,1224,06_Row1
push_rowing-machine,22,1241,1224,1262,06_Row1
let-go_rowing-machine,5,1283,1262,1307,06_Row1
pull-out_weight-pin,18,1349,1337,1364,06_Row1
insert_weight-pin,3,1389,1364,1416,06_Row1
move_seat,7,127,90,167,06_Row2
move_rest,6,221,187,258,06_Row2
pull-out_weight-pin,18,362,345,381,06_Row2
insert_weight-pin,3,409,381,440,06_Row2
pull_rowing-machine,20,560,549,577,06_Row2
push_rowing-machine,22,593,577,613,06_Row2
pull_rowing-machine,20,626,613,641,06_Row2
push_rowing-machine,22,658,641,675,06_Row2
pull_rowing-machine,20,690,675,706,06_Row2
push_rowing-machine,22,721,706,740,06_Row2
pull_rowing-machine,20,753,740,768,06_Row2
push_rowing-machine,22,782,768,797,06_Row2
pull_rowing-machine,20,811,797,829,06_Row2
push_rowing-machine,22,842,829,860,06_Row2
pull_rowing-machine,20,871,860,885,06_Row2
push_rowing-machine,22,900,885,918,06_Row2
pull_rowing-machine,20,930,918,944,06_Row2
push_rowing-machine,22,959,944,978,06_Row2
pull_rowing-machine,20,991,978,1005,06_Row2
push_rowing-machine,22,1018,1005,1034,06_Row2
pull_rowing-machine,20,1047,1034,1063,06_Row2
push_rowing-machine,22,1078,1063,1096,06_Row2
pull_rowing-machine,20,1110,1096,1129,06_Row2
push_rowing-machine,22,1148,1129,1171,06_Row2
let-go_rowing-machine,5,1183,1171,1198,06_Row2
pull-out_weight-pin,18,1239,1222,1259,06_Row2
insert_weight-pin,3,1277,1259,1301,06_Row2
move_seat,7,156,119,192,06_Row3
move_seat,7,250,209,292,06_Row3
pull-out_weight-pin,18,391,377,407,06_Row3
insert_weight-pin,3,428,407,450,06_Row3
pull_rowing-machine,20,522,500,548,06_Row3
push_rowing-machine,22,564,548,583,06_Row3
pull_rowing-machine,20,595,583,608,06_Row3
push_rowing-machine,22,624,608,641,06_Row3
pull_rowing-machine,20,652,641,665,06_Row3
push_rowing-machine,22,680,665,696,06_Row3
pull_rowing-machine,20,708,696,722,06_Row3
push_rowing-machine,22,736,722,754,06_Row3
pull_rowing-machine,20,768,754,784,06_Row3
push_rowing-machine,22,798,784,817,06_Row3
pull_rowing-machine,20,829,817,843,06_Row3
push_rowing-machine,22,857,843,876,06_Row3
pull_rowing-machine,20,886,876,898,06_Row3
push_rowing-machine,22,913,898,929,06_Row3
pull_rowing-machine,20,939,929,954,06_Row3
push_rowing-machine,22,970,954,988,06_Row3
pull_rowing-machine,20,998,988,1013,06_Row3
push_rowing-machine,22,1027,1013,1047,06_Row3
pull_rowing-machine,20,1058,1047,1071,06_Row3
push_rowing-machine,22,1088,1071,1107,06_Row3
let-go_rowing-machine,5,1124,1107,1146,06_Row3
pull-out_weight-pin,18,1187,1174,1201,06_Row3
insert_weight-pin,3,1225,1201,1253,06_Row3
press_button,17,203,178,229,06_Treadmill1
hold-down_button,1,428,331,528,06_Treadmill1
press_button,17,580,568,595,06_Treadmill1
press_button,17,601,595,609,06_Treadmill1
press_button,17,615,609,623,06_Treadmill1
press_button,17,629,623,637,06_Treadmill1
press_button,17,644,637,651,06_Treadmill1
press_button,17,656,651,664,06_Treadmill1
press_button,17,667,664,674,06_Treadmill1
press_button,17,1745,1724,1769,06_Treadmill1
press_button,17,1772,1769,1779,06_Treadmill1
press_button,17,1784,1779,1791,06_Treadmill1
press_button,17,1805,1791,1822,06_Treadmill1
press_button,17,1826,1822,1835,06_Treadmill1
press_button,17,1839,1835,1848,06_Treadmill1
press_button,17,1854,1848,1863,06_Treadmill1
press_button,17,1870,1863,1882,06_Treadmill1
hold-down_button,1,1995,1897,2097,06_Treadmill1
press_button,17,2136,2115,2159,06_Treadmill1
press_button,17,2220,2159,2284,06_Treadmill1
press_button,17,2878,2846,2912,06_Treadmill1
press_button,17,2932,2915,2953,06_Treadmill1
press_button,17,2965,2959,2975,06_Treadmill1
hold-down_button,1,3048,3009,3088,06_Treadmill1
press_button,17,4449,4433,4469,06_Treadmill1
press_button,17,4480,4469,4493,06_Treadmill1
press_button,17,4517,4493,4545,06_Treadmill1
press_button,17,4580,4560,4607,06_Treadmill1
press_button,17,153,128,182,06_Treadmill2
hold-down_button,1,404,300,512,06_Treadmill2
hold-down_button,1,568,522,619,06_Treadmill2
press_button,17,1976,1963,1994,06_Treadmill2
press_button,17,1999,1994,2009,06_Treadmill2
press_button,17,2017,2009,2029,06_Treadmill2
press_button,17,2035,2029,2043,06_Treadmill2
press_button,17,2051,2043,2063,06_Treadmill2
press_button,17,2069,2063,2079,06_Treadmill2
hold-down_button,1,2181,2112,2253,06_Treadmill2
press_button,17,2311,2288,2335,06_Treadmill2
press_button,17,2450,2433,2471,06_Treadmill2
press_button,17,2943,2916,2972,06_Treadmill2
press_button,17,3041,3022,3067,06_Treadmill2
hold-down_button,1,3198,3145,3256,06_Treadmill2
hold-down_button,1,4763,4691,4838,06_Treadmill2
press_button,17,4923,4899,4947,06_Treadmill2
press_button,17,4962,4947,4978,06_Treadmill2
press_button,17,5019,5004,5039,06_Treadmill2
press_button,17,194,172,220,06_Treadmill3
hold-down_button,1,446,346,547,06_Treadmill3
hold-down_button,1,629,561,697,06_Treadmill3
press_button,17,1846,1837,1860,06_Treadmill3
press_button,17,1867,1860,1879,06_Treadmill3
press_button,17,1885,1879,1897,06_Treadmill3
press_button,17,1900,1896,1908,06_Treadmill3
press_button,17,1914,1908,1925,06_Treadmill3
press_button,17,1931,1925,1940,06_Treadmill3
press_button,17,1946,1940,1956,06_Treadmill3
press_button,17,1962,1954,1972,06_Treadmill3
press_button,17,2008,1998,2022,06_Treadmill3
hold-down_button,1,2154,2047,2262,06_Treadmill3
press_button,17,2325,2297,2353,06_Treadmill3
press_button,17,2502,2460,2544,06_Treadmill3
press_button,17,3062,3038,3090,06_Treadmill3
hold-down_button,1,3185,3138,3237,06_Treadmill3
hold-down_button,1,4402,4324,4484,06_Treadmill3
press_button,17,4537,4516,4561,06_Treadmill3
press_button,17,4613,4585,4643,06_Treadmill3
press_button,17,4703,4694,4717,06_Treadmill3
move_seat,7,165,106,225,07_Row1
move_rest,6,489,399,582,07_Row1
pull-out_weight-pin,18,645,628,665,07_Row1
insert_weight-pin,3,683,665,704,07_Row1
pull_rowing-machine,20,797,745,852,07_Row1
push_rowing-machine,22,883,852,916,07_Row1
pull_rowing-machine,20,929,916,946,07_Row1
push_rowing-machine,22,974,946,1007,07_Row1
pull_rowing-machine,20,1019,1007,1038,07_Row1
push_rowing-machine,22,1070,1038,1105,07_Row1
pull_rowing-machine,20,1120,1105,1139,07_Row1
push_rowing-machine,22,1167,1139,1198,07_Row1
pull_rowing-machine,20,1214,1198,1233,07_Row1
push_rowing-machine,22,1260,1233,1289,07_Row1
pull_rowing-machine,20,1302,1289,1320,07_Row1
push_rowing-machine,22,1345,1320,1376,07_Row1
pull_rowing-machine,20,1390,1376,1406,07_Row1
push_rowing-machine,22,1434,1406,1462,07_Row1
pull_rowing-machine,20,1479,1462,1495,07_Row1
push_rowing-machine,22,1519,1495,1547,07_Row1
pull_rowing-machine,20,1564,1547,1582,07_Row1
push_rowing-machine,22,1607,1582,1638,07_Row1
pull_rowing-machine,20,1657,1638,1674,07_Row1
push_rowing-machine,22,1702,1674,1729,07_Row1
pull_rowing-machine,20,1746,1729,1767,07_Row1
push_rowing-machine,22,1789,1767,1813,07_Row1
let-go_rowing-machine,5,1838,1813,1870,07_Row1
move_seat,7,146,100,194,07_Row2
move_rest,6,413,350,477,07_Row2
pull-out_weight-pin,18,531,516,551,07_Row2
insert_weight-pin,3,585,551,622,07_Row2
pull_rowing-machine,20,696,650,748,07_Row2
push_rowing-machine,22,772,748,801,07_Row2
pull_rowing-machine,20,819,801,844,07_Row2
push_rowing-machine,22,874,844,904,07_Row2
pull_rowing-machine,20,920,904,939,07_Row2
push_rowing-machine,22,965,939,992,07_Row2
pull_rowing-machine,20,1013,992,1034,07_Row2
push_rowing-machine,22,1058,1034,1086,07_Row2
pull_rowing-machine,20,1101,1086,1123,07_Row2
push_rowing-machine,22,1150,1123,1183,07_Row2
pull_rowing-machine,20,1199,1183,1219,07_Row2
push_rowing-machine,22,1243,1219,1270,07_Row2
pull_rowing-machine,20,1288,1270,1310,07_Row2
push_rowing-machine,22,1333,1310,1362,07_Row2
pull_rowing-machine,20,1378,1362,1398,07_Row2
push_rowing-machine,22,1423,1398,1450,07_Row2
pull_rowing-machine,20,1464,1450,1484,07_Row2
push_rowing-machine,22,1508,1484,1537,07_Row2
pull_rowing-machine,20,1552,1537,1571,07_Row2
push_rowing-machine,22,1598,1571,1625,07_Row2
pull_rowing-machine,20,1643,1625,1665,07_Row2
push_rowing-machine,22,1682,1665,1703,07_Row2
let-go_rowing-machine,5,1728,1703,1759,07_Row2
move_seat,7,186,104,268,07_Row3
move_rest,6,440,396,487,07_Row3
pull-out_weight-pin,18,551,541,563,07_Row3
insert_weight-pin,3,593,563,623,07_Row3
pull_rowing-machine,20,680,649,716,07_Row3
push_rowing-machine,22,743,716,772,07_Row3
pull_rowing-machine,20,789,772,811,07_Row3
push_rowing-machine,22,839,811,869,07_Row3
pull_rowing-machine,20,887,869,909,07_Row3
push_rowing-machine,22,939,909,970,07_Row3
pull_rowing-machine,20,987,970,1007,07_Row3
push_rowing-machine,22,1033,1007,1061,07_Row3
pull_rowing-machine,20,1081,1061,1101,07_Row3
push_rowing-machine,22,1132,1101,1163,07_Row3
pull_rowing-machine,20,1175,1163,1191,07_Row3
push_rowing-machine,22,1218,1191,1247,07_Row3
pull_rowing-machine,20,1267,1247,1288,07_Row3
push_rowing-machine,22,1316,1288,1344,07_Row3
pull_rowing-machine,20,1360,1344,1379,07_Row3
push_rowing-machine,22,1407,1379,1439,07_Row3
pull_rowing-machine,20,1457,1439,1478,07_Row3
push_rowing-machine,22,1505,1478,1531,07_Row3
pull_rowing-machine,20,1555,1531,1581,07_Row3
push_rowing-machine,22,1610,1581,1640,07_Row3
let-go_rowing-machine,5,1672,1640,1706,07_Row3
press_button,17,161,135,188,07_Treadmill1
press_button,17,247,193,305,07_Treadmill1
press_button,17,306,299,314,07_Treadmill1
press_button,17,326,314,338,07_Treadmill1
press_button,17,347,334,361,07_Treadmill1
press_button,17,1078,1047,1114,07_Treadmill1
press_button,17,1885,1867,1904,07_Treadmill1
hold-down_button,1,2037,1920,2160,07_Treadmill1
press_button,17,2165,2138,2196,07_Treadmill1
press_button,17,2494,2465,2525,07_Treadmill1
insert_foot,2,2605,2590,2627,07_Treadmill1
insert_foot,2,2660,2622,2702,07_Treadmill1
press_button,17,2806,2781,2832,07_Treadmill1
press_button,17,4864,4821,4912,07_Treadmill1
press_button,17,4938,4912,4970,07_Treadmill1
press_button,17,5017,5002,5036,07_Treadmill1
press_button,17,147,123,171,07_Treadmill2
press_button,17,289,273,307,07_Treadmill2
press_button,17,314,307,324,07_Treadmill2
